Gene stable ID,Gene name
YCL005W,LDB16
YMR277W,FCP1
YJR064W,CCT5
YOL128C,YGK3
YGL064C,MRH4
YPL151C,PRP46
YPL236C,ENV7
YHR095W,
YNL233W,BNI4
YOR102W,
YBR251W,MRPS5
YIL176C,PAU14
YHR046C,INM1
YPL067C,
YCL045C,EMC1
YOL045W,PSK2
YDR418W,RPL12B
YMR215W,GAS3
YJL088W,ARG3
YHR101C,BIG1
YER164W,CHD1
YDR225W,HTA1
YOR020W-A,
YDL002C,NHP10
YKR012C,
YJL153C,INO1
YHL020C,OPI1
tV(AAC)E2,
snR79,SNR79
YJL145W,SFH5
YGR034W,RPL26B
YBR240C,THI2
YNL324W,
YOR283W,
YGR009C,SEC9
YOR234C,RPL33B
YPL227C,ALG5
YGL035C,MIG1
YLR001C,
YLR285C-A,
YLL047W,
YGL154C,LYS5
YHR215W,PHO12
YDR434W,GPI17
YJR121W,ATP2
YLL029W,FRA1
YDR014W-A,HED1
snR51,SNR51
YMR274C,RCE1
YGL063W,PUS2
YMR084W,
YLR154W-B,
YNL092W,
snR48,SNR48
YNR023W,SNF12
YGR023W,MTL1
YIL035C,CKA1
YNL004W,HRB1
YLR303W,MET17
YPL002C,SNF8
YOR384W,FRE5
YAL056W,GPB2
tH(GUG)G1,
YMR317W,
YML054C,CYB2
YPR159W,KRE6
YHR133C,NSG1
YLR313C,SPH1
YGL254W,FZF1
YBL092W,RPL32
YPL070W,MUK1
YNL218W,MGS1
YMR024W,MRPL3
YDR153C,ENT5
YDL184C,RPL41A
YOR010C,TIR2
YDL154W,MSH5
YBR062C,
YBL014C,RRN6
YNL250W,RAD50
YDR431W,
YNL314W,DAL82
YNL227C,JJJ1
YER054C,GIP2
YBR099C,
YNR025C,
YAL001C,TFC3
YJL012C,VTC4
YGR286C,BIO2
YGL159W,
YGR153W,YGR153W
YKR019C,IRS4
YNL290W,RFC3
YJL107C,
YDR245W,MNN10
YOR315W,SFG1
tL(CAA)K,
YMR255W,GFD1
YKL209C,STE6
YBL047C,EDE1
YNL189W,SRP1
YER033C,ZRG8
YGR136W,LSB1
YFL022C,FRS2
YDR183W,PLP1
YMR119W,ASI1
YBR145W,ADH5
YMR227C,TAF7
YER120W,SCS2
YJL043W,
YOL158C,ENB1
YGL197W,MDS3
YHR150W,PEX28
YPL040C,ISM1
YPL185W,
YDR003W-A,
tT(AGU)N2,
YHR070W,TRM5
YBR248C,HIS7
YBR190W,
YNL118C,DCP2
YCL036W,GFD2
YGR196C,FYV8
YLR060W,FRS1
YJR147W,HMS2
YDR394W,RPT3
YCR051W,
YHL003C,LAG1
YOR361C,PRT1
YPR168W,NUT2
YDR320C-A,DAD4
YGL006W-A,
YLR185W,RPL37A
YPL181W,CTI6
YOL160W,
YER093C-A,AIM11
YJL095W,BCK1
snR80,SNR80
YKL088W,CAB3
YDL021W,GPM2
YDR023W,SES1
YHL027W,RIM101
YOL085W-A,
YBR200W,BEM1
YPR003C,
YCR014C,POL4
YJR018W,
YBR105C,VID24
YDR086C,SSS1
YPL041C,MRX11
YKL181W,PRS1
YDR521W,
YDR426C,
YGR150C,CCM1
YGR164W,
YMR299C,DYN3
YBL025W,RRN10
YGL199C,
YGL078C,DBP3
YLR302C,
YDL113C,ATG20
YLR467W,YRF1-5
YKL183W,LOT5
YKL220C,FRE2
YML022W,APT1
YDR165W,TRM82
YGL140C,
YDR417C,
YML128C,MSC1
YKL049C,CSE4
LSR1,LSR1
YGR226C,
YHR022C,
YNL127W,FAR11
YLR415C,
YER007C-A,TMA20
YKL047W,ANR2
YDR389W,SAC7
YOR325W,
YOR007C,SGT2
YBR215W,HPC2
YDR187C,
YNR073C,MAN2
YDR173C,ARG82
YOL016C,CMK2
YBR003W,COQ1
YBL046W,PSY4
YIL115C,NUP159
YMR189W,GCV2
YDR409W,SIZ1
YMR094W,CTF13
YPL211W,NIP7
YMR040W,YET2
YHL045W,
YBR168W,PEX32
YER103W,SSA4
YDR268W,MSW1
YMR285C,NGL2
YBR239C,ERT1
YGR261C,APL6
YGL207W,SPT16
YDR403W,DIT1
YGL080W,MPC1
YLR219W,MSC3
YJR025C,BNA1
YLR177W,
YDR473C,PRP3
YEL064C,AVT2
YHR080C,LAM4
YPL057C,SUR1
YNL163C,RIA1
YML028W,TSA1
YOR035C,SHE4
YLL058W,
YNR049C,MSO1
YMR133W,REC114
YFR005C,SAD1
YML098W,TAF13
snR36,SNR36
YHR092C,HXT4
YGR285C,ZUO1
YLR401C,DUS3
YHR180W-A,
YDR378C,LSM6
tP(AGG)C,SUF2
YBR098W,MMS4
YGL052W,
YOL082W,ATG19
YGR077C,PEX8
YOL164W-A,
YLR259C,HSP60
tS(AGA)G,
YCL009C,ILV6
YJR133W,XPT1
snR55,SNR55
YDR133C,
YPR195C,
YNL299W,TRF5
snR19,SNR19
tG(GCC)O2,SUF17
YBL087C,RPL23A
YMR208W,ERG12
YAL011W,SWC3
YKL179C,COY1
snR86,SNR86
YEL002C,WBP1
YDR515W,SLF1
YMR020W,FMS1
YMR014W,BUD22
YGR223C,HSV2
tA(UGC)E,
YPR083W,MDM36
YGL086W,MAD1
YPL001W,HAT1
snR40,SNR40
YMR326C,
YGL173C,XRN1
YLR286W-A,
YJL184W,GON7
YPR193C,HPA2
YER078W-A,
YOR272W,YTM1
YNL251C,NRD1
YPL044C,
YDL107W,MSS2
YDL201W,TRM8
YOL013C,HRD1
YBR077C,SLM4
YER007W,PAC2
YNL143C,
YDR396W,
YOR026W,BUB3
YIL042C,PKP1
YGR001C,EFM5
YMR213W,CEF1
tK(UUU)G1,
YMR192W,GYL1
YGL217C,
YAR030C,
YDR258C,HSP78
YAR047C,
YAL022C,FUN26
YBR224W,
YOR359W,VTS1
YDR176W,NGG1
YDL099W,BUG1
YDR380W,ARO10
YDL110C,TMA17
YOR250C,CLP1
YFL019C,
Q0055,AI2
YDR148C,KGD2
YDL220C,CDC13
YFL008W,SMC1
YBL084C,CDC27
YNL312W,RFA2
YGR105W,VMA21
YMR177W,MMT1
YLR090W,XDJ1
YPL279C,FEX2
YOL012C,HTZ1
YJL118W,
YNL124W,NAF1
YIL124W,AYR1
YOL026C,MIM1
YPL022W,RAD1
YLR173W,
YOR100C,CRC1
YKL099C,UTP11
YGL214W,
YNL021W,HDA1
YGL137W,SEC27
YPL258C,THI21
snR35,SNR35
YOR375C,GDH1
YHR147C,MRPL6
YJR072C,NPA3
YIL100C-A,
YGL095C,VPS45
YIL129C,TAO3
YGL009C,LEU1
tD(GUC)L2,
YFL021W,GAT1
YLR129W,DIP2
YIL040W,APQ12
YMR294W-A,
Q0143,Q0143
YNR043W,MVD1
YJR006W,POL31
YAL039C,CYC3
YDR504C,SPG3
YFL033C,RIM15
YIR008C,PRI1
YHR006W,STP2
YMR008C,PLB1
YBR058C,UBP14
YDR386W,MUS81
YPL019C,VTC3
YHR108W,GGA2
YKL182W,FAS1
YBL068W-A,
YHR070C-A,
YHR001W-A,QCR10
YLL014W,EMC6
YKR035W-A,DID2
YIL079C,AIR1
YPL142C,
YDR208W,MSS4
YIL143C,SSL2
YDR324C,UTP4
YDL170W,UGA3
YDR317W,HIM1
YOL155C,HPF1
YDR436W,PPZ2
YLR163C,MAS1
YBR253W,SRB6
YPL180W,TCO89
YHR189W,PTH1
snR17a,SNR17A
YNL065W,AQR1
YNL178W,RPS3
YGL073W,HSF1
YER006W,NUG1
YLL020C,
YIL127C,RRT14
snR57,SNR57
YKL111C,
YML063W,RPS1B
Q0285,RPM1
YKL187C,FAT3
YMR168C,CEP3
snR62,SNR62
YIR037W,HYR1
tM(CAU)Q2,
YPR061C,JID1
YLR119W,SRN2
YBL018C,POP8
YDL111C,RRP42
YKL006W,RPL14A
YHR090C,YNG2
YBR038W,CHS2
tT(UGU)Q1,
YEL033W,MTC7
YHL015W,RPS20
tR(UCU)J2,
YDL227C,HO
YOL027C,MDM38
Q0105,COB
YHR015W,MIP6
YMR148W,OSW5
tW(CCA)M,
YJL077C,ICS3
YPR178W,PRP4
YLL061W,MMP1
YHR132W-A,IGO2
YPL282C,PAU22
YBL015W,ACH1
YHR207C,SET5
YOR386W,PHR1
YIL137C,TMA108
YFL012W,
YBR008C,FLR1
YGR205W,TDA10
YPR001W,CIT3
YML058W,SML1
YML104C,MDM1
YKL069W,YKL069W
YPL026C,SKS1
YGR218W,CRM1
YBL066C,SEF1
tV(AAC)M2,
YPR164W,MMS1
YLR363W-A,
YNL133C,FYV6
YDL124W,
YNR032C-A,HUB1
YGR108W,CLB1
YHR109W,CTM1
YPR153W,MAY24
YCR095W-A,
YNL223W,ATG4
YKL005C,BYE1
YKR011C,YKR011C
YFR002W,NIC96
YML092C,PRE8
YDL026W,
YER057C,HMF1
YHR117W,TOM71
YLR196W,PWP1
YIL014W,MNT3
YKL134C,OCT1
YLR125W,
YBR231C,SWC5
YGR115C,
YGL008C,PMA1
YPL129W,TAF14
YER038W-A,FMP49
YLR046C,YLR046C
YFR045W,
YBL112C,
YDL068W,
YGR175C,ERG1
YNR016C,ACC1
YGR045C,
YGL226C-A,OST5
YLR113W,HOG1
YBL013W,FMT1
YMR106C,YKU80
YLR460C,
YDL100C,GET3
YMR272C,SCS7
YGR094W,VAS1
YBR163W,EXO5
tV(AAC)L,
YPR147C,
YOL059W,GPD2
YFR024C-A,LSB3
YBL004W,UTP20
YMR307C-A,
YKL174C,TPO5
YLR324W,PEX30
YLR347C,KAP95
YDL216C,RRI1
YJR086W,STE18
YMR159C,ATG16
YGR067C,
YLR436C,ECM30
YKL163W,PIR3
YMR216C,SKY1
YHR075C,PPE1
YFR036W-A,
YBR118W,TEF2
YLR430W,SEN1
YBR159W,IFA38
YLR336C,SGD1
YPL098C,MGR2
YOR378W,AMF1
YLR407W,
YOR220W,RCN2
YJR095W,SFC1
YLR317W,
YLL003W,SFI1
YPL231W,FAS2
YDR296W,MHR1
YMR158C-A,YMR158C-A
YPR025C,CCL1
YLR004C,THI73
YOR300W,YOR300W
YIL031W,ULP2
YPR167C,MET16
YKR063C,LAS1
YGL076C,RPL7A
YHR190W,ERG9
YKL154W,SRP102
YLR184W,
YLR319C,BUD6
YER122C,GLO3
YPR166C,MRP2
YLR104W,LCL2
YOL114C,PTH4
YLR377C,FBP1
tG(GCC)B,
YGL013C,PDR1
YDR514C,
YER125W,RSP5
YLR457C,NBP1
YDR254W,CHL4
YLR039C,RIC1
YLL066W-A,
YHR185C,PFS1
YLR337C,VRP1
YJL181W,RBH1
YOR104W,PIN2
YER020W,GPA2
YOR309C,
YNL123W,NMA111
YMR004W,MVP1
YJR082C,EAF6
YJL019W,MPS3
YDR477W,SNF1
YLL043W,FPS1
YKL213C,DOA1
tI(AAU)G,
YIL140W,AXL2
YCR043C,
YPL089C,RLM1
YBL103C,RTG3
YLR193C,UPS1
YDL204W,RTN2
YDR019C,GCV1
YHR011W,DIA4
YML008C,ERG6
tV(AAC)K2,
YHR096C,HXT5
YMR109W,MYO5
YOR043W,WHI2
YOR331C,
YLR082C,SRL2
YNL272C,SEC2
YNL245C,CWC25
YNR074C,AIF1
YDR038C,ENA5
YOL043C,NTG2
YMR011W,HXT2
YDR408C,ADE8
YNR034W,SOL1
YNR033W,ABZ1
YNL201C,PSY2
YJR065C,ARP3
YBR281C,DUG2
YJL032W,
YAR002W,NUP60
YMR204C,INP1
YIL030C,SSM4
YPL149W,ATG5
YHR124W,NDT80
YER107C,GLE2
snR56,SNR56
YGR112W,SHY1
YPR084W,
YOL049W,GSH2
YLR333C,RPS25B
YKL113C,RAD27
YLL053C,
YBR174C,
YAR029W,
YFL054C,AQY3
YNR021W,
YHL034C,SBP1
YIL022W,TIM44
YDR485C,VPS72
YIL074C,SER33
YGR096W,TPC1
YBR086C,IST2
YLR202C,
YBR057C,MUM2
YGR103W,NOP7
YJR096W,
tT(AGU)O1,
YCL041C,
YLR169W,
YGL230C,
RDN18-2,RDN18-2
YOL064C,MET22
YBR126C,TPS1
YNL211C,MRX7
YBR092C,PHO3
YLR445W,GMC2
YOR191W,ULS1
YNL228W,
YHR198C,AIM18
YHR021C,RPS27B
YPR007C,REC8
YAR019C,CDC15
YLR146C,SPE4
YDR029W,
YBR233W-A,DAD3
tA(AGC)J,
YER152C,
YML034C-A,YML034C-A
YJR007W,SUI2
YER118C,SHO1
YKL189W,HYM1
YLR213C,CRR1
YER082C,UTP7
YPL063W,TIM50
tG(UCC)Q,
YFL051C,
YDR008C,
YCR097W,HMRA1
YKL225W,
YDL248W,COS7
YPR142C,
YDL057W,
YPR123C,
YMR236W,TAF9
YIR031C,DAL7
YDR046C,BAP3
YDR025W,RPS11A
YER061C,CEM1
YDR040C,ENA1
YMR207C,HFA1
YJL127W-A,YJL127W-A
YDR322W,MRPL35
YPR170C,
YHL014C,YLF2
YOR211C,MGM1
YNL146W,
YMR324C,
YBR131W,CCZ1
YDR123C,INO2
YMR141C,
YJL016W,
tV(AAC)M3,
YJL077W-B,
YML123C,PHO84
YML099C,ARG81
YER166W,DNF1
tM(CAU)O1,IMT1
tF(GAA)F,
YDR160W,SSY1
YAL016C-B,
YDL230W,PTP1
YLR114C,AVL9
YDR001C,NTH1
YDR116C,MRPL1
YOR370C,MRS6
YML112W,CTK3
YKR083C,DAD2
YBL059W,
YNL188W,KAR1
YJL089W,SIP4
YFR047C,BNA6
YDR196C,CAB5
YGR101W,PCP1
YDR331W,GPI8
YMR312W,ELP6
YBR043C,QDR3
YDR385W,EFT2
YOR317W,FAA1
YJR158W,HXT16
YOR239W,ABP140
YOL091W,SPO21
YDL089W,NUR1
YHR151C,MTC6
YIR003W,AIM21
YAR050W,FLO1
YKR100C,SKG1
YCR017C,CWH43
YLL066W-B,
YHR166C,CDC23
YBR264C,YPT10
YDR363W-A,SEM1
YDL221W,
YJR139C,HOM6
YHR138C,
YBL028C,
tV(AAC)G3,
YEL011W,GLC3
YBR135W,CKS1
YOL142W,RRP40
YGL151W,NUT1
YFR022W,ROG3
YER179W,DMC1
YPR191W,QCR2
YGL024W,YGL024W
YBR171W,SEC66
YDL146W,LDB17
YLR289W,GUF1
YDR163W,CWC15
YGL184C,STR3
YLL026W,HSP104
YIL039W,TED1
YGL055W,OLE1
YGL226W,MTC3
YOR107W,RGS2
YOL127W,RPL25
YNL261W,ORC5
YML100W,TSL1
YGL058W,RAD6
YPL187W,MF(ALPHA)1
YGR137W,
YNR042W,
YBR146W,MRPS9
YNR006W,VPS27
YNL054W,VAC7
YJL052W,TDH1
YGR198W,YPP1
YOR265W,RBL2
YOR057W,SGT1
YOL025W,LAG2
YML012W,ERV25
YMR036C,MIH1
YLR370C,ARC18
YLR152C,
YLR111W,
YHL009C,YAP3
YLR012C,
YGR010W,NMA2
YGL186C,TPN1
snR31,SNR31
YCL001W-B,
YGL117W,
YIL084C,SDS3
YOR008W-B,
YJR094W-A,RPL43B
YGL200C,EMP24
YDR201W,SPC19
YGR262C,BUD32
YLR227C,ADY4
YER089C,PTC2
YCR064C,
YOR124C,UBP2
YPL152W-A,
YML122C,
snR18,SNR18
YFR011C,
YBR007C,DSF2
YKL122C,SRP21
YGL158W,RCK1
YPR024W,YME1
YPL233W,NSL1
YIL105W-A,
tS(AGA)D3,
YFL044C,OTU1
tH(GUG)K,
YDL162C,
YPR173C,VPS4
YGR089W,NNF2
YGR110W,CLD1
YOR075W,UFE1
YLR433C,CNA1
YGL165C,
snR37,SNR37
YOR069W,VPS5
YKL133C,
YGR043C,NQM1
YDR497C,ITR1
YCR046C,IMG1
YML038C,YMD8
YCR054C,CTR86
YNR058W,BIO3
YLR246W,ERF2
YGR042W,MTE1
YDR127W,ARO1
RUF20,RUF20
YGR278W,CWC22
YOR363C,PIP2
YDL160C-A,MHF2
YLR085C,ARP6
YER029C,SMB1
YOL071W,
YKR057W,RPS21A
YGR087C,PDC6
YEL055C,POL5
YOR382W,FIT2
YNL075W,IMP4
YPL010W,RET3
YJR038C,
YML131W,
YGR026W,
YLR093C,NYV1
YJL022W,
YKR054C,DYN1
YEL065W,SIT1
YGL105W,ARC1
YGL115W,SNF4
YNL036W,NCE103
YER173W,RAD24
YKR056W,TRM2
YJL073W,JEM1
YDL128W,VCX1
YIL102C-A,
YLR026C,SED5
YDR310C,SUM1
YLR267W,BOP2
YKL203C,TOR2
YNR002C,ATO2
YGR079W,
YNL280C,ERG24
YNL167C,SKO1
YMR321C,
YFR056C,
YFR032C-A,RPL29
YFL047W,RGD2
YBR081C,SPT7
YOL159C,CSS3
YNR046W,TRM112
YNL294C,RIM21
YBR056C-B,
YDL191W,RPL35A
YDR147W,EKI1
YOR188W,MSB1
YDL155W,CLB3
YLR463C,
YNL063W,MTQ1
YBL038W,MRPL16
YHL004W,MRP4
tG(GCC)G1,
YHR056W-A,
YAR020C,PAU7
YOR178C,GAC1
YPL017C,IRC15
YHL046C,PAU13
YGR210C,
YLR157C-C,
YJR144W,MGM101
YDL096C,OPI6
YDL058W,USO1
YIL109C,SEC24
YEL005C,VAB2
tD(GUC)J3,
YIR034C,LYS1
YOR338W,
YMR272W-A,
YOL147C,PEX11
YFL066C,
YBR009C,HHF1
YDL157C,
YDR144C,MKC7
YJR151W-A,
YDR059C,UBC5
YDR443C,SSN2
YHR163W,SOL3
YOR161W-A,
YCL001W,RER1
YNL146C-A,
YDR405W,MRP20
YJR010W,MET3
YAL046C,BOL3
tF(GAA)H2,
YPL012W,RRP12
YGL003C,CDH1
YKR024C,DBP7
YNL015W,PBI2
YGR122W,
YDL188C,PPH22
YCR104W,PAU3
YJL029C,VPS53
YMR222C,FSH2
YBR056W-A,
YDR102C,
YGL189C,RPS26A
YLR405W,DUS4
YGL177W,
YPR017C,DSS4
YER163C,GCG1
YBR069C,TAT1
YCL046W,
YNL305C,BXI1
snR128,SNR128
Q0144,
tN(GUU)O1,
YDR382W,RPP2B
YLR294C,
YDR407C,TRS120
YNL017C,
YDR244W,PEX5
YKR104W,YKR104W
YGL020C,GET1
YHL030W-A,
YDR475C,JIP4
YPL131W,RPL5
YNR067C,DSE4
YPL116W,HOS3
YOR273C,TPO4
YIL097W,FYV10
YNR070W,PDR18
YGL193C,
YLR149C-A,
YMR044W,IOC4
YGL224C,SDT1
YER003C,PMI40
YDR291W,HRQ1
YDR277C,MTH1
YHL002C-A,
YNL086W,SNN1
YGR069W,
YGR053C,
YPL034W,
YNL050C,
YLR419W,
YLL031C,GPI13
YFL014W,HSP12
YOR113W,AZF1
YFR026C,ULI1
YIL118W,RHO3
YLR065C,ENV10
YDL082W,RPL13A
YDL241W,
YKR103W,NFT1
YBL003C,HTA2
YLL023C,POM33
YLL034C,RIX7
YNL117W,MLS1
YNL040W,
YNL226W,
tR(UCU)G2,
YOR381W,FRE3
YBR200W-A,
YGL129C,RSM23
YHR204W,MNL1
YMR086W,SEG1
RDN5-2,RDN5-2
YBR217W,ATG12
YPL261C,
YKL077W,
YCL026C-A,FRM2
YPR143W,RRP15
snR11,SNR11
YIL051C,MMF1
YJL070C,
YML115C,VAN1
YPL280W,HSP32
YKL224C,PAU16
YGR276C,RNH70
YFL062W,COS4
YBL039C,URA7
YBL042C,FUI1
YHL006W-A,
YDL041W,
YGL136C,MRM2
YFL059W,SNZ3
YMR132C,JLP2
YJR021C,REC107
YFR041C,ERJ5
YMR099C,YMR099C
YKL123W,
YDL092W,SRP14
YDR166C,SEC5
YGR148C,RPL24B
YGL194C-A,
YJL161W,FMP33
YGL243W,TAD1
YPL276W,YPL276W
YJL201W,ECM25
YGR081C,SLX9
YBR255C-A,RCF3
YPR148C,
YOR186C-A,
YOL076W,MDM20
YCR021C,HSP30
YPL186C,UIP4
YKL201C,MNN4
YER128W,VFA1
YLR187W,SKG3
YJR093C,FIP1
YOR060C,SLD7
tH(GUG)M,
snR73,SNR73
YDR499W,LCD1
ETS1-1,ETS1-1
tC(GCA)Q,
YGL227W,VID30
YPR112C,MRD1
YHR164C,DNA2
YFL003C,MSH4
YKR093W,PTR2
YHR074W,QNS1
YPL052W,OAZ1
YPL238C,
YOL113W,SKM1
YLR197W,NOP56
YBL059C-A,CMC2
YBR053C,
YHR161C,YAP1801
snR83,SNR83
YOR008C-A,
YLR357W,RSC2
YJR019C,TES1
YKL053W,
YLR423C,ATG17
YBL010C,
YOR253W,NAT5
YHR214W-A,
YJR034W,PET191
YGR270C-A,
YJL220W,
YOR213C,SAS5
YGR191W,HIP1
YNR071C,
YOL110W,SHR5
YDR003W,RCR2
YDR120C,TRM1
YMR095C,SNO1
YJR084W,YJR084W
YDL140C,RPO21
YGR200C,ELP2
YDR179C,CSN9
YDL165W,CDC36
YPL061W,ALD6
YDL244W,THI13
YNL275W,BOR1
YJL002C,OST1
YOR098C,NUP1
YPR044C,OPI11
YOL056W,GPM3
YKL048C,ELM1
YFR029W,PTR3
YGR091W,PRP31
YDR240C,SNU56
YER030W,CHZ1
YHL044W,
YGL138C,
YPR135W,CTF4
YPL196W,OXR1
YLR099W-A,MIM2
YLR126C,
YHR007C-A,
YJL050W,MTR4
YMR290W-A,
YNL239W,LAP3
YER178W,PDA1
Q0017,Q0017
YPL255W,BBP1
YAL063C,FLO9
YJL104W,PAM16
YGL194C,HOS2
YHR078W,
YDR091C,RLI1
YJL037W,IRC18
YGR146C-A,
YAL069W,
YNL308C,KRI1
YLR176C,RFX1
YOR328W,PDR10
YKL125W,RRN3
YOR070C,GYP1
YNL089C,
YMR134W,ERG29
YJR080C,AIM24
YDR391C,
YDR413C,
YOR126C,IAH1
YOR243C,PUS7
YCR079W,PTC6
YHL021C,AIM17
YDL022W,GPD1
YDL019C,OSH2
YLR393W,ATP10
YLR368W,MDM30
YGR255C,COQ6
YKL038W,RGT1
YNL071W,LAT1
YLR143W,DPH6
YGL016W,KAP122
YER093C,TSC11
YPL020C,ULP1
YDR096W,GIS1
YHR170W,NMD3
YHR141C,RPL42B
YGR208W,SER2
YNL149C,PGA2
YJL179W,PFD1
YER072W,VTC1
YMR089C,YTA12
YJR153W,PGU1
YBR101C,FES1
YMR284W,YKU70
YJL163C,
YJL093C,TOK1
YOR193W,PEX27
YLR186W,EMG1
YHR086W-A,
YCL059C,KRR1
YKL148C,SDH1
YDL213C,NOP6
YNL192W,CHS1
YPL246C,RBD2
YJR114W,YJR114W
YMR245W,
YGR174C,CBP4
YEL018C-A,
YDR339C,FCF1
tN(GUU)N2,
YNL295W,MRX6
YNL319W,
YDR415C,
YKL021C,MAK11
YOL002C,IZH2
YMR077C,VPS20
YNL334C,SNO2
YEL076C,
YDL075W,RPL31A
YMR203W,TOM40
YOR332W,VMA4
YJL172W,CPS1
YPL189W,GUP2
YPR034W,ARP7
YIL070C,MAM33
YKL022C,CDC16
YOR072W-B,
YGR032W,GSC2
YOL036W,
YMR142C,RPL13B
YAR018C,KIN3
YCR032W,BPH1
YOR293C-A,
YLL054C,
YOR326W,MYO2
YOR316C,COT1
YML078W,CPR3
YGR284C,ERV29
YKL051W,SFK1
RNA170,RNA170
YPR189W,SKI3
YOL042W,NGL1
YGL106W,MLC1
YPR203W,
YPR111W,DBF20
YPL184C,MRN1
YDR045C,RPC11
YDR231C,COX20
YLR341W,SPO77
snR74,SNR74
YOR029W,
YGR252W,GCN5
YLR101C,
YDL149W,ATG9
YNL024C-A,KSH1
YKL007W,CAP1
YMR283C,RIT1
YOR163W,DDP1
YPR115W,RGC1
YKL140W,TGL1
YKL117W,SBA1
YIL132C,CSM2
YJL132W,
YPL087W,YDC1
tF(GAA)M,
YPR049C,ATG11
YBR034C,HMT1
YNL009W,IDP3
YDL104C,QRI7
YIL017C,VID28
tL(UAG)J,
YHR049C-A,
YPR014C,
YLR068W,FYV7
YHR131C,
YIL057C,RGI2
YOR373W,NUD1
YJL058C,BIT61
YDR203W,
YAL017W,PSK1
YLR256W,HAP1
YMR211W,DML1
YER018C,SPC25
tE(UUC)G1,SOE1
YPR170W-A,
YNR028W,CPR8
YJL171C,TOH1
YPR169W-A,
YDL145C,COP1
YPL169C,MEX67
YIL105C,SLM1
YBR261C,TAE1
YOR260W,GCD1
YJL106W,IME2
YLR362W,STE11
YML099W-A,YML099W-A
YER010C,
YOR296W,
YPL107W,
YDL115C,IWR1
YER081W,SER3
YLR131C,ACE2
YJL156W-A,
YLR099C,ICT1
YHR001W,OSH7
YNL029C,KTR5
YKR066C,CCP1
YLR409C,UTP21
YHR208W,BAT1
YLL001W,DNM1
YIR033W,MGA2
YNL217W,
YAL060W,BDH1
YGL120C,PRP43
tY(GUA)D,SUP2
tE(CUC)I,
YDL073W,AHK1
YPL147W,PXA1
YLR288C,MEC3
YIR014W,
YBL100C,
YDR026C,NSI1
YDR414C,ERD1
YML050W,AIM32
YER111C,SWI4
tF(GAA)N,
YGL225W,VRG4
YOL132W,GAS4
YNL087W,TCB2
YML069W,POB3
YPL160W,CDC60
YGL070C,RPB9
YDR155C,CPR1
YDR011W,SNQ2
YDR236C,FMN1
YNL195C,
YBL027W,RPL19B
YNL291C,MID1
YMR073C,IRC21
YPR020W,ATP20
YGR266W,
YMR143W,RPS16A
YML023C,NSE5
YDL007W,RPT2
ITS2-1,ITS2-1
YPL166W,ATG29
YGR204W,ADE3
YPR113W,PIS1
YPL062W,
YPR199C,ARR1
YDR028C,REG1
YHR148W,IMP3
YLR364C-A,
snR3,SNR3
YNR007C,ATG3
YOR369C,RPS12
YJL079C,PRY1
Q0250,COX2
YPR129W,SCD6
YOR376W,
YJL223C,PAU1
YFR034C,PHO4
YOL097W-A,
YJL164C,TPK1
YML026C,RPS18B
YER149C,PEA2
YIL004C,BET1
YLR235C,
YJL067W,
YAL055W,PEX22
YNL311C,SKP2
YKL207W,
YDL116W,NUP84
YLR191W,PEX13
YEL052W,AFG1
YDR397C,NCB2
tA(UGC)O,
YGR270W,YTA7
YLR311C,
YOR314W-A,
YDR536W,STL1
YMR297W,PRC1
YFR018C,
YEL060C,PRB1
YMR200W,ROT1
YER189W,
RDN5-5,RDN5-5
YOR380W,RDR1
YLR074C,BUD20
YER185W,PUG1
YDL052C,SLC1
YGL204C,
YMR232W,FUS2
YER190W,YRF1-2
YCR066W,RAD18
YJR063W,RPA12
YKL084W,HOT13
YPR006C,ICL2
YGR211W,ZPR1
YHR175W,CTR2
YDR326C,YSP2
YOR196C,LIP5
YLL006W,MMM1
YPR056W,TFB4
YOR350C,MNE1
YOL137W,BSC6
YAR027W,UIP3
YBR230C,OM14
YPL223C,GRE1
YCR035C,RRP43
YGL174W,BUD13
YDL033C,SLM3
YLR443W,ECM7
YOR122C,PFY1
YJL149W,DAS1
YKL100W-A,
YOR256C,TRE2
YAL030W,SNC1
YBR040W,FIG1
YPR010C-A,
YER012W,PRE1
YKL035W,UGP1
YLR325C,RPL38
YDR398W,UTP5
YMR201C,RAD14
YCR002C,CDC10
YDL031W,DBP10
YMR007W,
YLR080W,EMP46
YHR113W,APE4
YFL068W,
YLR145W,RMP1
YEL016C,NPP2
YOL094C,RFC4
YIL169C,
YOR336W,KRE5
YHR085W,IPI1
YNL002C,RLP7
YDR354C-A,
YMR066W,SOV1
YLR058C,SHM2
YMR016C,SOK2
YGR288W,MAL13
YMR031C,EIS1
YBR025C,OLA1
YDL077C,VAM6
YLR210W,CLB4
YGL100W,SEH1
YBR089W,
YDL135C,RDI1
YGL014W,PUF4
YKL027W,TCD2
tN(GUU)L,
YGL065C,ALG2
YDR064W,RPS13
YBL060W,YEL1
YGR126W,
YNL120C,
YOR174W,MED4
YER040W,GLN3
YOR275C,RIM20
YPL254W,HFI1
YPR088C,SRP54
YDL072C,YET3
YDR053W,
YLR269C,
YDL012C,
YNL052W,COX5A
YDR482C,CWC21
YMR262W,
YDL070W,BDF2
YKL153W,
YBR209W,
YHR160C,PEX18
YBL054W,TOD6
YLR343W,GAS2
YDR464C-A,
YJL117W,PHO86
